Estado,Bioma,Latitude,Longitude,Mês,Temperatura,Umidade,Precipitacao,NDVI,Focos_Calor,Declividade,Distancia_Rios,Uso_Solo,Nivel_Risco
MT,Cerrado/Amazônia,-13.70153,-56.60263,Setembro,38.8,73.5,45.3,0.766,7,1.0,167.3,Pastagem,Baixo
PA,Amazônia,-7.36356,-52.79319,Dezembro,30.1,90.2,185.8,-0.093,0,5.5,41.8,Corpo d'Água,Alto
PA,Amazônia,-7.7317,-54.40377,Dezembro,25.2,91.1,72.0,-0.124,0,12.9,19.7,Corpo d'Água,Médio
MG,Cerrado,-15.94582,-47.28681,Maio,16.3,52.6,14.9,0.871,9,9.7,1927.3,Agricultura,Baixo
MG,Cerrado,-18.83498,-43.30918,Dezembro,33.2,38.1,57.7,0.639,40,14.8,4260.6,Floresta,Baixo
AM,Amazônia,-0.13797,-61.95439,Novembro,41.6,94.7,31.9,0.809,8,5.7,2465.7,Cerrado/Savana,Baixo
AM,Amazônia,-3.11867,-62.16047,Outubro,39.6,40.2,12.7,0.608,41,30.1,141.2,Área Urbana,Médio
SP,Mata Atlântica,-21.96415,-45.98244,Setembro,34.4,46.4,14.0,0.804,42,33.8,4868.6,Agricultura,Baixo
AM,Amazônia,-4.33263,-60.54673,Dezembro,17.8,78.8,181.7,0.601,45,19.5,2453.2,Floresta,Médio
RS,Pampa,-30.72329,-53.62774,Outubro,21.5,17.5,255.8,0.612,122,38.3,3254.2,Cerrado/Savana,Alto
PA,Amazônia,-7.93299,-53.0316,Junho,20.0,42.9,314.3,0.823,118,4.8,1004.5,Floresta,Alto
PR,Mata Atlântica,-24.73544,-50.11656,Março,24.6,17.3,230.9,0.339,93,4.2,1493.7,Área Urbana,Alto
RS,Pampa,-29.06878,-51.11022,Abril,21.4,21.8,212.8,-0.02,20,8.0,2426.6,Agricultura,Alto
BA,Caatinga,-11.06273,-41.68089,Abril,21.6,10.4,8.6,0.522,8,39.3,4282.4,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-14.61573,-59.18268,Janeiro,31.7,10.8,187.3,-0.048,25,16.7,518.8,Agricultura,Alto
AM,Amazônia,-1.55197,-65.58784,Março,23.6,42.3,183.5,0.282,39,37.0,3903.9,Área Urbana,Alto
MT,Cerrado/Amazônia,-12.98111,-52.44731,Março,33.3,78.8,16.9,0.656,21,8.1,2901.0,Floresta,Baixo
GO,Cerrado,-15.14115,-50.15281,Janeiro,40.6,59.9,130.2,0.615,97,33.8,2503.3,Floresta,Médio
SP,Mata Atlântica,-26.07669,-44.20394,Setembro,32.2,64.0,72.3,0.2,22,12.4,4384.2,Cerrado/Savana,Baixo
GO,Cerrado,-14.00926,-48.8128,Novembro,35.3,54.1,276.3,0.72,24,29.4,599.4,Agricultura,Alto
SP,Mata Atlântica,-23.55084,-45.77198,Janeiro,35.3,79.7,142.7,-0.051,0,39.0,34.6,Corpo d'Água,Alto
MG,Cerrado,-18.73293,-46.00989,Setembro,23.9,84.8,361.9,0.632,48,37.3,4274.6,Floresta,Alto
MT,Cerrado/Amazônia,-11.2455,-56.99599,Janeiro,15.4,82.2,13.3,0.437,12,33.3,1635.4,Cerrado/Savana,Baixo
SP,Mata Atlântica,-22.76708,-46.81168,Fevereiro,16.5,79.0,5.0,0.529,16,2.0,2263.4,Cerrado/Savana,Baixo
CE,Caatinga,-4.40727,-39.67174,Fevereiro,22.6,25.5,436.0,0.71,23,24.3,134.8,Agricultura,Alto
RS,Pampa,-30.16882,-51.18502,Junho,33.6,60.5,10.0,0.662,9,33.4,2642.7,Área Urbana,Baixo
SP,Mata Atlântica,-19.1087,-45.42639,Julho,39.5,59.5,58.6,0.64,24,16.0,2743.1,Floresta,Baixo
SP,Mata Atlântica,-19.67091,-46.64215,Novembro,40.9,54.9,126.0,0.332,118,29.2,4633.6,Agricultura,Médio
RS,Pampa,-30.49359,-52.8413,Janeiro,15.7,50.9,254.5,0.627,35,5.5,1945.7,Área Urbana,Alto
MT,Cerrado/Amazônia,-10.27515,-58.27778,Março,41.7,17.6,35.3,0.521,109,7.1,2857.4,Floresta,Médio
MT,Cerrado/Amazônia,-9.96566,-58.44428,Fevereiro,23.7,18.7,3.5,-0.033,41,25.7,3705.7,Pastagem,Médio
RS,Pampa,-28.70001,-53.61651,Agosto,37.8,86.7,88.4,0.726,35,17.5,3046.5,Floresta,Baixo
GO,Cerrado,-16.49293,-49.80688,Setembro,19.9,63.6,76.4,0.79,36,8.7,789.3,Cerrado/Savana,Baixo
CE,Caatinga,-5.99624,-39.90399,Fevereiro,16.7,32.3,44.0,0.661,17,11.3,867.4,Floresta,Baixo
PR,Mata Atlântica,-25.13682,-50.3396,Fevereiro,25.2,33.7,248.5,0.814,61,24.8,700.3,Pastagem,Alto
BA,Caatinga,-15.71013,-42.54438,Outubro,38.2,61.9,166.0,0.658,33,29.0,1096.5,Cerrado/Savana,Alto
CE,Caatinga,-3.21805,-38.80628,Setembro,21.0,44.6,234.3,0.301,48,8.3,1648.4,Pastagem,Alto
MT,Cerrado/Amazônia,-10.77307,-55.78182,Abril,19.2,47.5,21.2,0.232,34,38.2,3700.9,Pastagem,Baixo
PR,Mata Atlântica,-26.51527,-50.55865,Maio,39.6,15.2,141.5,0.675,104,0.3,314.0,Pastagem,Médio
MG,Cerrado,-18.35971,-41.14791,Novembro,40.3,21.8,443.2,0.413,33,28.0,4104.0,Área Urbana,Alto
AM,Amazônia,-2.26675,-61.43495,Setembro,15.3,43.4,113.6,0.716,20,11.6,1319.7,Floresta,Médio
SP,Mata Atlântica,-22.54586,-45.92673,Junho,34.6,69.5,22.6,0.542,41,19.1,3071.0,Pastagem,Baixo
RS,Pampa,-29.3673,-51.62944,Outubro,23.3,14.1,500.0,0.472,15,22.8,2768.3,Pastagem,Alto
RS,Pampa,-29.22679,-49.8073,Dezembro,25.1,38.4,90.2,0.425,74,22.5,778.6,Cerrado/Savana,Médio
SP,Mata Atlântica,-21.95951,-45.22132,Setembro,27.7,69.1,220.0,0.545,19,31.1,1443.6,Cerrado/Savana,Alto
AM,Amazônia,-1.2079,-60.53566,Setembro,26.5,77.3,19.4,0.659,33,33.0,1486.6,Floresta,Baixo
BA,Caatinga,-11.63722,-43.41549,Julho,28.9,26.2,131.6,0.555,33,2.9,3122.9,Cerrado/Savana,Médio
AM,Amazônia,-5.1849,-62.5922,Dezembro,30.7,72.2,292.5,0.848,12,28.1,3944.6,Floresta,Alto
PR,Mata Atlântica,-24.81987,-49.453,Outubro,27.6,91.2,91.1,0.893,20,16.0,4981.5,Área Urbana,Médio
AM,Amazônia,-7.63956,-63.76981,Setembro,33.9,87.1,40.9,0.609,22,32.7,488.5,Cerrado/Savana,Médio
PR,Mata Atlântica,-25.18133,-53.04529,Maio,34.4,77.1,16.4,0.798,23,24.4,4693.9,Floresta,Baixo
AM,Amazônia,-4.66716,-62.96874,Maio,26.9,70.5,42.1,0.758,19,0.4,2812.0,Pastagem,Baixo
BA,Caatinga,-13.99874,-42.85864,Dezembro,18.8,30.0,52.6,0.195,16,26.7,1790.3,Agricultura,Baixo
BA,Caatinga,-10.53515,-40.77852,Agosto,32.3,63.9,148.5,0.833,7,37.0,1430.0,Cerrado/Savana,Alto
MT,Cerrado/Amazônia,-11.53408,-56.97118,Outubro,35.9,64.7,23.6,-0.029,17,3.3,1053.1,Agricultura,Baixo
SP,Mata Atlântica,-22.03334,-45.3583,Abril,32.2,44.6,13.5,0.23,156,19.8,2789.8,Cerrado/Savana,Médio
BA,Caatinga,-11.68219,-42.68125,Setembro,30.9,51.9,58.7,0.54,33,25.0,4730.6,Agricultura,Baixo
PR,Mata Atlântica,-25.55306,-49.9628,Julho,21.2,69.0,73.6,0.604,59,7.8,919.0,Floresta,Baixo
BA,Caatinga,-13.3551,-43.63279,Julho,32.4,90.9,118.8,0.751,65,26.0,2186.5,Floresta,Médio
MT,Cerrado/Amazônia,-13.48403,-54.58089,Março,24.0,35.1,147.5,0.695,61,2.0,1027.2,Agricultura,Médio
RS,Pampa,-30.83255,-50.73852,Abril,39.8,30.9,264.1,0.095,19,36.2,886.4,Cerrado/Savana,Alto
PR,Mata Atlântica,-25.81353,-50.40486,Julho,32.7,61.2,40.9,0.882,24,30.5,4335.0,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-11.8748,-59.15678,Novembro,22.5,21.1,90.2,0.337,109,37.6,1317.2,Pastagem,Médio
GO,Cerrado,-15.42795,-52.36388,Novembro,27.8,95.6,54.7,-0.119,0,16.7,36.3,Corpo d'Água,Baixo
GO,Cerrado,-16.6611,-49.85715,Maio,37.9,17.6,0.2,0.583,33,1.4,4549.9,Floresta,Médio
MG,Cerrado,-15.7397,-44.07313,Dezembro,24.1,51.7,103.9,0.733,66,13.7,1936.3,Floresta,Médio
AM,Amazônia,-4.62063,-62.69582,Março,29.2,62.7,203.0,0.35,19,20.6,53.5,Pastagem,Alto
SP,Mata Atlântica,-22.1637,-47.76028,Janeiro,33.4,16.0,4.5,0.576,26,37.4,3608.7,Agricultura,Médio
PA,Amazônia,-3.89453,-53.51458,Julho,35.4,27.6,0.4,-0.1,43,35.3,2589.9,Agricultura,Médio
CE,Caatinga,-6.47298,-40.3865,Junho,19.7,38.5,156.2,0.301,39,23.8,3872.9,Pastagem,Médio
MT,Cerrado/Amazônia,-15.10443,-60.17887,Outubro,30.3,41.3,138.2,-0.032,11,29.2,2855.8,Pastagem,Médio
RS,Pampa,-30.1538,-51.33095,Julho,39.6,67.5,62.5,0.643,56,38.2,1762.8,Floresta,Médio
CE,Caatinga,-4.71531,-39.78121,Fevereiro,41.1,55.0,130.0,0.863,38,34.0,342.2,Agricultura,Alto
RS,Pampa,-26.53612,-50.97739,Dezembro,32.7,42.5,367.9,0.735,11,26.4,4331.0,Floresta,Alto
CE,Caatinga,-7.16469,-41.32987,Abril,41.6,48.3,34.2,0.56,65,21.6,1043.4,Cerrado/Savana,Médio
MT,Cerrado/Amazônia,-12.67954,-57.57314,Fevereiro,30.4,11.1,33.9,0.804,33,19.0,4857.0,Floresta,Médio
PA,Amazônia,-7.38272,-52.81827,Agosto,27.0,75.5,24.7,0.748,24,30.3,1236.7,Floresta,Baixo
CE,Caatinga,-5.16634,-37.25646,Julho,29.9,13.5,154.5,0.173,46,32.4,4136.9,Cerrado/Savana,Médio
MT,Cerrado/Amazônia,-14.05413,-57.54659,Janeiro,18.1,80.5,52.3,0.102,70,8.7,3945.9,Pastagem,Baixo
BA,Caatinga,-10.19108,-41.20712,Fevereiro,25.8,56.0,500.0,0.197,43,19.0,2319.1,Cerrado/Savana,Alto
PA,Amazônia,-6.92293,-53.8021,Fevereiro,27.4,54.9,150.5,0.01,110,30.8,2014.5,Área Urbana,Alto
PR,Mata Atlântica,-26.71124,-51.43409,Abril,37.9,69.9,54.9,0.27,22,27.0,3519.3,Pastagem,Baixo
RS,Pampa,-28.48326,-48.78365,Março,35.5,83.1,19.4,0.865,66,23.7,2647.5,Floresta,Baixo
GO,Cerrado,-18.05942,-48.53632,Janeiro,31.2,90.1,107.6,0.707,6,12.9,3163.5,Pastagem,Médio
AM,Amazônia,-3.22353,-62.6129,Dezembro,24.4,56.2,41.9,0.851,85,24.4,2356.4,Floresta,Baixo
GO,Cerrado,-16.45601,-52.7214,Fevereiro,20.0,22.8,283.1,0.641,19,24.5,2790.2,Floresta,Alto
PA,Amazônia,-4.583,-54.70829,Novembro,24.4,71.5,69.9,-0.015,0,17.3,36.0,Corpo d'Água,Médio
PR,Mata Atlântica,-26.01229,-50.92302,Setembro,33.4,13.5,41.5,0.226,59,38.4,286.4,Cerrado/Savana,Médio
RS,Pampa,-32.75495,-53.21119,Janeiro,22.1,78.6,106.6,0.311,18,26.1,1786.1,Pastagem,Médio
PR,Mata Atlântica,-23.06201,-51.36691,Setembro,26.5,67.8,17.7,0.218,8,34.0,2334.7,Área Urbana,Médio
CE,Caatinga,-6.0933,-39.46101,Julho,25.4,86.9,98.9,0.482,22,5.2,4531.1,Cerrado/Savana,Baixo
RS,Pampa,-29.02579,-49.54285,Fevereiro,35.7,86.3,6.9,0.838,104,30.3,2075.6,Agricultura,Baixo
CE,Caatinga,-6.76865,-41.18726,Fevereiro,38.9,14.5,112.0,-0.016,75,24.1,2175.3,Agricultura,Médio
MT,Cerrado/Amazônia,-11.76749,-55.95938,Maio,33.9,61.8,90.6,0.359,68,12.3,3377.4,Agricultura,Médio
PA,Amazônia,-7.55595,-54.21097,Maio,24.2,20.6,88.3,0.726,31,5.5,1041.9,Floresta,Baixo
MT,Cerrado/Amazônia,-12.97062,-56.88464,Abril,26.7,70.6,138.3,-0.192,0,15.2,26.6,Corpo d'Água,Médio
MG,Cerrado,-18.43211,-46.58899,Dezembro,18.9,48.1,5.5,0.852,36,17.7,2143.9,Floresta,Baixo
PR,Mata Atlântica,-24.82726,-52.62606,Outubro,19.5,18.3,73.9,0.18,32,5.6,4654.6,Agricultura,Baixo
CE,Caatinga,-6.84948,-39.66649,Outubro,19.4,71.9,70.4,0.78,48,26.8,1363.6,Floresta,Médio
BA,Caatinga,-12.74949,-40.49746,Dezembro,18.5,92.4,73.9,-0.02,29,12.3,2333.3,Área Urbana,Médio
MT,Cerrado/Amazônia,-13.97145,-56.56724,Março,19.8,58.4,468.8,0.505,87,32.2,3893.0,Cerrado/Savana,Alto
MG,Cerrado,-20.86301,-44.96228,Abril,20.5,30.0,18.0,0.76,51,25.9,2784.1,Pastagem,Médio
SP,Mata Atlântica,-22.85448,-45.80797,Outubro,18.0,81.7,140.7,0.822,21,12.4,3309.6,Área Urbana,Médio
GO,Cerrado,-14.99775,-48.63344,Abril,32.3,82.5,61.7,0.731,37,14.4,1410.7,Floresta,Baixo
RS,Pampa,-30.69868,-50.48641,Fevereiro,41.7,72.3,86.0,0.27,15,37.7,1649.0,Cerrado/Savana,Médio
MG,Cerrado,-15.70688,-45.2507,Maio,38.7,62.3,172.5,0.157,50,37.9,2543.0,Cerrado/Savana,Alto
PA,Amazônia,-3.4697,-51.41529,Maio,16.2,83.8,20.5,0.865,25,16.7,1020.4,Floresta,Baixo
MT,Cerrado/Amazônia,-13.07949,-57.19431,Maio,26.4,23.9,173.1,0.533,31,27.2,640.3,Pastagem,Alto
PA,Amazônia,-5.3624,-51.49975,Novembro,38.2,89.2,8.8,0.9,49,39.2,4220.6,Pastagem,Baixo
GO,Cerrado,-15.22605,-50.5525,Novembro,18.6,90.5,79.2,0.659,43,39.8,3876.5,Floresta,Médio
BA,Caatinga,-15.70308,-40.69174,Outubro,37.9,84.1,162.6,0.451,17,2.9,4661.0,Pastagem,Médio
PR,Mata Atlântica,-27.78875,-53.59897,Janeiro,31.0,31.3,25.7,0.314,79,22.1,2936.9,Cerrado/Savana,Médio
PR,Mata Atlântica,-25.49372,-53.37112,Junho,40.1,82.9,176.8,0.048,20,29.1,2107.1,Área Urbana,Alto
PA,Amazônia,-5.06371,-53.17428,Novembro,38.7,52.3,21.9,0.203,1,7.5,524.1,Área Urbana,Baixo
CE,Caatinga,-3.92215,-42.06158,Fevereiro,33.3,60.6,192.7,0.147,46,32.9,4253.8,Agricultura,Alto
BA,Caatinga,-13.57285,-41.6937,Julho,32.8,81.5,75.9,0.701,26,18.7,2286.7,Área Urbana,Médio
PR,Mata Atlântica,-24.82591,-50.50895,Abril,20.8,12.5,138.5,0.446,54,19.9,2810.1,Área Urbana,Alto
BA,Caatinga,-13.95188,-42.40202,Maio,18.2,40.9,299.3,0.196,19,11.0,1574.5,Pastagem,Alto
MG,Cerrado,-17.74898,-47.84784,Maio,26.2,85.8,63.0,-0.092,0,12.0,14.6,Corpo d'Água,Médio
BA,Caatinga,-12.0026,-40.55408,Maio,20.0,82.7,31.8,0.099,0,3.4,2.6,Corpo d'Água,Baixo
AM,Amazônia,-5.47049,-62.69253,Fevereiro,17.8,82.1,242.2,0.653,18,37.3,3564.2,Floresta,Alto
GO,Cerrado,-13.59101,-48.85026,Maio,23.2,24.4,21.2,0.76,25,15.3,4944.7,Pastagem,Baixo
PR,Mata Atlântica,-24.21954,-50.06356,Março,38.2,70.0,119.8,0.76,36,6.5,2483.3,Floresta,Médio
BA,Caatinga,-9.87318,-41.6722,Abril,15.5,22.5,308.1,-0.02,18,5.7,2653.2,Pastagem,Alto
PA,Amazônia,-6.15078,-51.24719,Fevereiro,22.9,76.7,134.6,0.665,6,16.3,273.1,Agricultura,Alto
SP,Mata Atlântica,-23.83118,-48.02203,Abril,26.4,30.8,26.1,0.353,33,25.3,1953.0,Área Urbana,Baixo
AM,Amazônia,-4.2801,-61.75151,Setembro,28.8,72.7,19.8,0.289,62,31.1,4611.3,Pastagem,Baixo
AM,Amazônia,-4.14439,-62.78246,Agosto,19.9,48.7,34.9,0.589,16,37.0,1758.9,Cerrado/Savana,Médio
CE,Caatinga,-6.64097,-37.49695,Novembro,41.0,93.8,59.6,0.765,29,25.4,3832.9,Floresta,Baixo
BA,Caatinga,-13.09394,-42.76727,Dezembro,30.6,59.3,20.8,0.895,18,16.8,4888.2,Floresta,Baixo
CE,Caatinga,-6.00768,-38.44621,Março,29.1,63.8,191.8,0.114,19,16.9,643.0,Cerrado/Savana,Alto
CE,Caatinga,-4.2402,-40.40278,Janeiro,15.2,41.3,53.0,0.085,13,23.0,1676.6,Agricultura,Baixo
SP,Mata Atlântica,-23.50153,-46.21494,Janeiro,28.1,72.4,330.0,-0.066,9,21.5,2377.1,Agricultura,Alto
MG,Cerrado,-19.56612,-46.86093,Junho,37.6,52.1,221.8,0.221,37,25.6,1194.5,Área Urbana,Alto
BA,Caatinga,-11.80744,-42.6731,Março,20.9,11.5,287.4,0.375,25,20.1,72.1,Agricultura,Alto
MT,Cerrado/Amazônia,-12.01948,-56.43846,Abril,24.5,61.7,41.9,0.78,14,2.4,2348.3,Floresta,Baixo
PR,Mata Atlântica,-24.80631,-52.18919,Janeiro,15.6,80.6,102.3,0.8,43,20.0,2687.7,Floresta,Médio
CE,Caatinga,-6.05089,-41.35763,Agosto,41.4,30.1,46.5,0.095,115,0.9,3130.9,Cerrado/Savana,Médio
GO,Cerrado,-16.75212,-48.98678,Janeiro,16.8,28.8,35.6,0.664,58,7.2,4137.8,Floresta,Baixo
RS,Pampa,-27.93326,-49.35335,Maio,39.3,61.8,112.1,0.632,36,15.5,1272.7,Floresta,Médio
GO,Cerrado,-15.61187,-47.74406,Junho,23.5,79.5,204.4,0.781,10,22.1,314.6,Floresta,Alto
SP,Mata Atlântica,-24.01023,-48.56657,Fevereiro,30.9,31.2,11.8,0.859,30,7.4,458.3,Floresta,Baixo
SP,Mata Atlântica,-20.66869,-45.83079,Julho,33.3,89.2,38.7,0.347,12,11.1,2492.1,Pastagem,Baixo
PA,Amazônia,-7.84195,-50.39143,Julho,18.8,88.8,27.5,0.834,39,15.0,4612.0,Cerrado/Savana,Baixo
MG,Cerrado,-19.62513,-45.33882,Janeiro,27.0,27.0,192.1,0.776,23,7.9,4911.2,Floresta,Médio
PR,Mata Atlântica,-23.35793,-49.50744,Abril,23.8,32.4,325.0,0.733,31,40.0,1033.2,Floresta,Alto
CE,Caatinga,-6.60111,-37.44351,Dezembro,16.5,69.6,10.0,0.449,38,32.2,768.3,Cerrado/Savana,Baixo
GO,Cerrado,-14.51864,-51.03962,Abril,37.5,90.9,57.2,0.488,46,32.4,1773.8,Pastagem,Baixo
RS,Pampa,-30.39886,-48.9558,Maio,16.2,83.1,295.1,-0.027,0,22.8,7.1,Corpo d'Água,Alto
SP,Mata Atlântica,-25.89084,-44.55893,Janeiro,32.6,47.8,50.7,0.822,76,38.5,4042.2,Floresta,Baixo
SP,Mata Atlântica,-22.28039,-45.86629,Janeiro,23.5,24.4,149.7,0.76,48,29.3,3875.3,Floresta,Médio
MG,Cerrado,-18.31246,-41.59479,Julho,20.2,49.2,12.7,0.527,50,13.2,4614.1,Agricultura,Baixo
RS,Pampa,-26.85311,-52.15284,Setembro,33.0,61.6,70.5,0.72,48,24.4,4291.9,Floresta,Baixo
RS,Pampa,-29.11169,-48.41844,Janeiro,30.5,38.1,84.0,0.858,32,21.7,2199.6,Cerrado/Savana,Médio
MG,Cerrado,-19.68757,-44.18529,Fevereiro,23.5,53.4,170.1,0.497,9,23.2,104.9,Agricultura,Alto
SP,Mata Atlântica,-22.04419,-49.65234,Junho,28.8,21.1,40.9,0.768,53,32.7,1190.6,Floresta,Médio
PR,Mata Atlântica,-23.64717,-53.18265,Junho,21.6,48.4,36.8,0.672,46,20.4,3054.2,Floresta,Baixo
BA,Caatinga,-12.2915,-39.98348,Fevereiro,38.3,17.7,43.3,0.528,47,29.1,2512.5,Floresta,Médio
BA,Caatinga,-16.16377,-40.52121,Setembro,23.5,14.2,97.3,0.805,22,10.0,1208.4,Floresta,Médio
MG,Cerrado,-15.45251,-45.34995,Abril,21.6,82.9,250.5,0.764,32,37.3,666.7,Floresta,Alto
RS,Pampa,-29.16496,-49.22707,Julho,35.3,27.4,213.3,0.264,55,3.5,1087.9,Cerrado/Savana,Alto
CE,Caatinga,-7.48942,-38.51395,Junho,15.5,58.9,7.2,0.764,58,39.7,1306.1,Agricultura,Baixo
MG,Cerrado,-16.97435,-43.59207,Novembro,22.2,22.7,253.4,0.756,14,25.3,4337.8,Floresta,Alto
PR,Mata Atlântica,-24.76007,-53.05062,Novembro,25.1,32.3,12.0,0.859,94,18.8,3554.2,Floresta,Médio
MG,Cerrado,-16.42286,-44.49824,Março,38.8,40.7,64.4,0.684,40,12.4,2766.1,Pastagem,Baixo
AM,Amazônia,-4.82582,-62.69704,Agosto,40.7,22.2,174.0,-0.1,25,16.2,114.5,Pastagem,Alto
GO,Cerrado,-15.27742,-52.18178,Julho,34.3,13.9,10.2,0.539,44,31.3,4107.8,Cerrado/Savana,Médio
RS,Pampa,-30.0031,-51.85532,Setembro,28.3,84.6,4.9,0.853,48,5.6,2766.8,Pastagem,Baixo
PA,Amazônia,-3.53596,-55.54234,Março,32.3,11.0,48.1,0.062,58,10.1,3140.4,Agricultura,Médio
PA,Amazônia,-4.13186,-50.60436,Janeiro,26.2,15.2,157.1,0.644,27,4.9,337.6,Pastagem,Médio
RS,Pampa,-32.78563,-53.80577,Fevereiro,23.1,78.4,88.5,0.221,73,17.1,4076.1,Cerrado/Savana,Baixo
PR,Mata Atlântica,-22.21115,-52.90656,Dezembro,40.7,34.0,64.7,0.761,33,15.5,4161.8,Floresta,Baixo
AM,Amazônia,1.17224,-64.92876,Novembro,18.1,74.5,201.2,-0.18,0,26.0,47.4,Corpo d'Água,Alto
AM,Amazônia,-3.21493,-62.25509,Dezembro,24.4,22.4,174.7,0.64,3,39.8,2645.2,Floresta,Alto
SP,Mata Atlântica,-23.86229,-45.93556,Janeiro,39.3,30.2,185.0,0.612,61,35.7,1976.3,Área Urbana,Alto
GO,Cerrado,-15.04903,-50.09149,Novembro,34.5,58.7,73.9,0.31,30,35.2,374.5,Cerrado/Savana,Médio
BA,Caatinga,-14.10126,-40.12836,Maio,15.8,94.0,2.4,-0.089,14,25.8,977.5,Pastagem,Baixo
MT,Cerrado/Amazônia,-11.73792,-56.74812,Outubro,15.6,16.2,22.7,0.693,52,10.8,1135.6,Cerrado/Savana,Baixo
PR,Mata Atlântica,-23.99545,-50.39659,Fevereiro,28.9,44.0,162.3,0.308,41,15.4,322.8,Cerrado/Savana,Alto
MT,Cerrado/Amazônia,-13.8226,-56.07898,Março,28.1,13.7,167.9,0.571,29,10.0,780.3,Pastagem,Médio
MT,Cerrado/Amazônia,-13.50955,-55.71695,Agosto,27.0,26.9,430.4,0.005,38,5.4,4435.1,Pastagem,Alto
RS,Pampa,-30.3186,-50.31242,Outubro,23.2,87.1,25.3,0.851,17,17.4,2731.6,Floresta,Baixo
PA,Amazônia,-6.19069,-51.73445,Maio,41.6,18.2,15.7,0.136,65,35.9,3824.8,Cerrado/Savana,Médio
PA,Amazônia,-7.00815,-52.67575,Abril,22.3,82.8,17.9,0.634,32,29.8,1382.4,Floresta,Baixo
BA,Caatinga,-11.10905,-40.99919,Maio,28.2,25.1,24.5,0.876,56,39.4,681.6,Floresta,Médio
RS,Pampa,-29.74196,-48.52466,Outubro,25.9,83.3,90.2,0.021,41,7.8,1872.5,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-11.14454,-55.63669,Junho,19.6,87.2,443.7,0.078,0,20.0,19.4,Corpo d'Água,Alto
CE,Caatinga,-4.11296,-38.47595,Dezembro,20.5,84.6,106.8,0.81,45,31.7,1493.7,Pastagem,Médio
PA,Amazônia,-3.05435,-53.3565,Julho,39.8,22.9,88.8,0.5,50,18.4,1030.6,Agricultura,Médio
PR,Mata Atlântica,-23.37589,-51.01527,Setembro,38.2,74.8,134.3,0.318,17,14.2,121.8,Pastagem,Médio
PR,Mata Atlântica,-25.46468,-51.69959,Janeiro,20.4,87.4,9.2,-0.012,0,32.6,36.7,Corpo d'Água,Baixo
SP,Mata Atlântica,-23.22127,-47.91991,Abril,38.6,56.1,202.7,0.169,23,17.2,2184.8,Pastagem,Alto
MG,Cerrado,-17.21398,-44.70428,Dezembro,20.6,78.9,124.9,0.275,33,36.5,1301.2,Pastagem,Médio
CE,Caatinga,-4.97261,-37.6142,Dezembro,31.9,65.1,22.5,0.65,69,10.7,2603.6,Cerrado/Savana,Baixo
PA,Amazônia,-5.34538,-50.401,Setembro,17.2,84.5,119.5,0.133,27,35.9,3506.1,Pastagem,Médio
AM,Amazônia,-4.25722,-63.8656,Maio,38.8,42.4,108.8,0.415,7,11.1,1244.9,Agricultura,Médio
PA,Amazônia,-5.97499,-56.95207,Agosto,16.4,60.1,8.0,0.62,64,11.6,3047.8,Floresta,Baixo
SP,Mata Atlântica,-22.19136,-48.18835,Dezembro,30.0,84.0,37.3,0.544,88,16.8,1308.2,Cerrado/Savana,Baixo
PR,Mata Atlântica,-25.81654,-50.47558,Janeiro,36.1,28.3,59.5,-0.1,60,20.6,4933.4,Cerrado/Savana,Médio
MT,Cerrado/Amazônia,-12.50132,-57.58082,Abril,18.2,51.3,33.7,0.685,11,16.7,3664.6,Floresta,Baixo
AM,Amazônia,-6.52481,-60.26879,Dezembro,25.9,91.7,33.4,0.473,15,34.5,3017.3,Cerrado/Savana,Baixo
RS,Pampa,-28.94538,-48.14642,Dezembro,16.1,50.3,102.1,0.458,71,31.8,869.9,Pastagem,Médio
GO,Cerrado,-16.72457,-52.02168,Setembro,33.4,31.5,76.4,0.726,16,12.4,2936.1,Pastagem,Baixo
MT,Cerrado/Amazônia,-11.18787,-57.20209,Janeiro,23.3,39.8,132.1,0.705,62,20.5,4004.3,Floresta,Médio
GO,Cerrado,-14.88775,-47.41013,Janeiro,30.1,85.2,375.9,0.652,22,17.2,3688.2,Cerrado/Savana,Alto
CE,Caatinga,-4.51777,-39.39905,Abril,40.2,91.2,129.7,0.661,29,2.2,3892.3,Agricultura,Médio
MG,Cerrado,-18.165,-47.00587,Março,23.3,90.8,104.7,0.623,20,29.9,1595.8,Cerrado/Savana,Médio
AM,Amazônia,-1.80794,-60.46187,Julho,16.3,69.4,225.7,0.406,39,7.3,1648.0,Área Urbana,Alto
BA,Caatinga,-11.78414,-43.97311,Novembro,33.2,53.3,120.0,0.791,13,37.4,2699.0,Floresta,Médio
AM,Amazônia,-3.65172,-60.06221,Março,36.2,25.5,21.7,0.452,73,15.9,1400.5,Floresta,Médio
PA,Amazônia,-6.38863,-50.95362,Janeiro,40.9,20.5,45.4,0.456,153,24.9,573.9,Floresta,Médio
PR,Mata Atlântica,-24.80736,-50.48124,Dezembro,19.3,15.1,158.6,0.398,27,32.7,2311.0,Pastagem,Médio
PA,Amazônia,-6.15821,-52.60343,Novembro,25.6,11.5,160.9,0.836,9,7.2,19.6,Floresta,Médio
